Name,DD.MM
Dalmacy,15.02
Dalmacy,03.08
Dalmacy,26.09
Dalmacy,05.12
Olga,26.03
Olga,13.06
Olga,11.07
Olga,24.07
Symplicja,14.04
Symplicja,15.05
Żyrosława,18.08
Tryfena,10.11
Gonsalwy,16.01
Gonsalwy,02.02
Bogumiła,13.01
Bogumiła,18.04
Bogumiła,10.06
Bogumiła,20.06
Bogumiła,20.12
Waleria,28.04
Waleria,05.06
Waleria,08.10
Waleria,09.12
Guncerz,08.10
Guncerz,09.10
Guncerz,28.11
Żaneta,27.11
Żaneta,27.12
Wilhelm,01.01
Wilhelm,10.01
Wilhelm,07.02
Wilhelm,10.02
Wilhelm,17.02
Wilhelm,18.02
Wilhelm,06.04
Wilhelm,17.05
Wilhelm,28.05
Wilhelm,29.05
Wilhelm,08.06
Wilhelm,24.06
Wilhelm,25.06
Wilhelm,05.07
Wilhelm,26.07
Wilhelm,29.07
Wilhelm,02.09
Więcesław,28.09
Chionia,01.04
Alruna,27.01
Lubodrog,05.02
Porfiriusz,16.02
Porfiriusz,26.02
Porfiriusz,01.06
Miłostryj,16.03
Lucyla,04.05
Lucyla,29.07
Lucyla,31.10
Przebor,09.05
Spycisław,11.11
Alba,17.01
Chociesław,07.01
Chociesław,10.05
Jerosława,21.01
Gawin,19.02
Gawin,30.05
Montan,24.02
Koleta,06.03
Aldmir,24.03
Antypas,11.04
Achacy,02.01
Achacy,27.02
Achacy,31.03
Achacy,09.04
Achacy,28.04
Achacy,08.05
Achacy,22.06
Achacy,28.07
Achacy,27.11
Hildegarda,17.09
Mścigniewa,15.12
Drogosław,17.09
Drogosław,15.10
Drogosław,15.12
Tyberiusz,24.04
Rustyk,25.04
Rustyk,17.08
Rustyk,10.10
Rustyk,14.10
Rustyk,26.10
Kastor,13.02
Kastor,28.03
Kastor,21.09
Żywila,15.02
Patryk,16.03
Patryk,17.03
Patryk,28.04
Patryk,24.08
Wszemił,12.05
Wszemił,22.11
Dobiesław,14.05
Heraklides,28.06
Licynia,07.08
Świecław,09.09
Świecław,09.11
Świecław,14.11
Aniceta,23.01
Aniceta,17.04
Aniceta,12.08
Domicjusz,23.10
Geraldyna,13.10
Geraldyna,05.12
Oliwia,05.03
Oliwia,15.06
Felicyta,07.03
Felicyta,04.09
Felicyta,23.11
Klementyn,14.11
Apolonia,09.02
Gracjana,23.10
Gracjanna,23.10
Rogat,28.03
Rogat,17.08
Przybywoj,05.07
Irmfryda,25.09
Nonnus,06.11
Bogumił,13.01
Bogumił,18.01
Bogumił,26.02
Bogumił,10.06
Bogumił,03.11
Bogumił,20.12
Orfeusz,27.02
Zbygniewa,17.03
Synezjusz,21.05
Synezjusz,12.12
Rościsław,17.01
Rościsław,30.07
Otton,16.01
Otton,01.07
Milena,24.01
Milena,24.05
Milena,30.06
Milena,22.07
Włościwoj,11.08
Luboradz,22.12
Telesfor,02.01
Czesław,19.04
Czesław,20.04
Czesław,12.06
Czesław,20.07
Czesław,02.09
Kwadrat,26.05
Sancja,26.07
Sancja,18.08
Zdobysław,30.07
Dżesika,04.11
Tatiana,12.01
Tatiana,25.01
Klaudian,26.02
Wieńczysław,25.03
Waldetruda,09.04
Witold,15.06
Witold,12.10
Witold,12.11
Mścigniew,15.12
Mścigniew,19.12
Henryk,19.01
Henryk,23.01
Henryk,27.01
Henryk,19.02
Henryk,02.03
Henryk,10.04
Henryk,10.06
Henryk,13.07
Henryk,14.07
Henryk,15.07
Pryskus,28.03
Wszemir,21.05
Wszemir,18.12
Sobiesąd,09.09
Lesława,28.11
Leona,26.01
Leona,06.02
Leona,20.02
Leona,01.03
Leona,14.03
Leona,11.04
Leona,19.04
Leona,20.04
Leona,22.04
Leona,25.05
Leona,12.06
Leona,28.06
Leona,30.06
Leona,03.07
Leona,12.07
Leona,17.07
Leona,20.07
Leona,10.09
Leona,10.10
Leona,10.11
Amadeusz,30.03
Amadeusz,10.08
Amadeusz,27.08
Amadeusz,12.09
Amadeusz,27.09
Spirydion,12.12
Nahum,14.12
Hipolit,03.02
Hipolit,20.03
Hipolit,13.08
Hipolit,22.08
Hipolit,21.09
Elpidia,07.03
Elpidia,02.09
Izolda,06.04
Izolda,15.06
Florencjusz,15.05
Florencjusz,13.10
Florencjusz,07.11
Eudoksjusz,02.11
Fabiana,20.01
Bolesław,12.06
Bolesław,23.07
Bolesław,19.08
Bolesław,22.08
Maksencjusz,26.06
Maksencjusz,12.12
Huberta,03.11
Kunibert,12.11
Prosimir,01.02
Prosimir,09.06
Prosimir,22.09
Sylwana,28.02
Adelbert,25.06
Tacjan,12.09
Manfred,28.01
Manfred,27.10
Nina,14.01
Ludger,26.03
Gościrad,28.11
Protazja,19.12
Mścisława,09.01
Mścisława,09.03
Mścisława,04.11
Honoryna,27.02
Ludolfina,29.03
Anika,03.05
Filadelf,10.05
Dagna,11.09
Dagna,20.12
Inga,25.10
Teodozy,11.01
Teodozy,14.02
Teodozy,26.03
Teodozy,17.07
Bartłomiej,23.01
Bartłomiej,12.02
Bartłomiej,17.02
Bartłomiej,21.04
Bartłomiej,30.04
Bartłomiej,06.05
Bartłomiej,05.07
Bartłomiej,16.07
Bartłomiej,24.08
Bartłomiej,03.09
Bartłomiej,05.10
Bartłomiej,23.10
Bartłomiej,11.11
Bartłomiej,05.12
Bartłomiej,27.12
Izbygniew,03.04
Maksyma,08.04
Maksyma,30.07
Maksyma,01.10
Maksyma,16.10
Sobiemysł,02.09
Egidia,10.01
Egidia,07.02
Egidia,23.04
Egidia,14.05
Egidia,01.09
Syntia,30.01
Bratumiła,03.06
Bratumiła,04.12
Braturad,04.06
Uniewit,06.09
Dobroniega,20.01
Dobroniega,26.08
Kleonik,03.03
Przemyślibor,09.03
Ruprecht,20.03
Krescencja,05.04
Kamil,14.07
Kamil,18.07
Kamil,15.09
Kamil,25.09
Dobrowit,18.09
Dacjusz,14.01
Dacjusz,27.01
Dacjusz,21.10
Żanna,04.02
Żanna,30.05
Żanna,17.08
Żanna,27.12
Niegosław,06.07
Niegosław,08.08
Prymityw,18.07
Prymityw,27.11
Lutwin,29.09
Lutomir,10.10
Bibianna,02.12
Miesław,01.01
Donata,17.07
Donata,31.12
Krystyn,29.04
Krystyn,23.07
Krystyn,13.11
Soter,22.04
Brunon,17.05
Brunon,12.07
Brunon,14.07
Brunon,18.07
Brunon,06.10
Brunon,11.10
Brunon,15.10
Dunstan,19.05
Hezychiusz,15.06
Hezychiusz,07.07
Hezychiusz,07.11
Hezychiusz,18.11
Hezychiusz,26.11
Włodzisław,27.06
Włodzisław,19.07
Włodzisław,25.09
Włodzisław,13.11
Tytus,04.01
Tytus,26.01
Tytus,06.02
Tytus,15.04
Tytus,26.07
Tytus,16.08
Tytus,18.09
Falisław,13.01
Mirosław,02.02
Mirosław,26.02
Mirosław,03.07
Maura,13.02
Maura,03.05
Maura,21.09
Maura,30.11
Robert,21.02
Robert,27.03
Robert,17.04
Robert,29.04
Robert,13.05
Robert,07.06
Robert,18.07
Robert,17.09
Robert,01.11
Wanesa,22.04
Wanesa,24.05
Przedwoj,23.11
Dobrosław,10.01
Dobrosław,24.11
Herenia,08.03
Angelina,29.04
Angelina,15.06
Angelina,14.07
Gaweł,01.07
Gaweł,16.10
Chociebąd,22.02
Emnilda,13.02
Eutyches,15.04
Eutyches,02.07
Eutyches,24.08
Medard,08.06
Nemezy,18.07
Nemezy,01.08
Nemezy,19.12
Serwiusz,17.08
Tworzysława,18.08
Mauryliusz,13.09
Norma,12.02
Maryna,12.02
Maryna,18.06
Maryna,18.07
Maryna,11.11
Marzanna,21.03
Marzanna,02.06
Michalina,10.04
Michalina,19.06
Michalina,24.08
Michalina,29.09
Sylwan,17.02
Sylwan,18.02
Sylwan,20.02
Sylwan,04.05
Sylwan,10.07
Sylwan,05.11
Sylwan,02.12
Eugeniusz,04.01
Eugeniusz,07.03
Eugeniusz,02.06
Eugeniusz,08.07
Eugeniusz,13.07
Eugeniusz,18.07
Eugeniusz,29.07
Eugeniusz,06.09
Eugeniusz,13.11
Eugeniusz,13.12
Eugeniusz,20.12
Eugeniusz,30.12
Bogusław,13.01
Bogusław,20.03
Bogusław,22.03
Bogusław,18.04
Bogusław,29.04
Bogusław,29.05
Bogusław,01.07
Bogusław,18.08
Bogusław,23.09
Bogusław,18.12
Domasław,15.01
Adalruna,27.01
Wyszetrop,21.02
Wincencja,28.06
Wincencja,26.12
Teonas,03.01
Teonas,22.08
Teonas,28.12
Gordiana,10.05
Namir,01.07
Namir,06.08
Wielisław,04.07
Niezamysł,08.08
Teodor,02.01
Teodor,07.01
Teodor,17.01
Teodor,24.01
Teodor,07.02
Teodor,03.03
Teodor,26.03
Teodor,29.03
Teodor,15.04
Teodor,22.04
Teodor,27.04
Teodor,05.05
Teodor,20.05
Teodor,26.05
Teodor,04.07
Teodor,19.07
Teodor,26.07
Teodor,27.07
Teodor,29.07
Teodor,02.09
Teodor,04.09
Teodor,05.09
Teodor,10.09
Teodor,15.09
Teodor,19.09
Teodor,20.09
Teodor,29.10
Teodor,01.11
Teodor,09.11
Teodor,11.11
Teodor,19.11
Teodor,26.11
Teodor,14.12
Teodor,15.12
Teodor,26.12
Teodor,27.12
Herman,07.04
Herman,11.04
Herman,13.06
Herman,11.08
Herman,24.09
Horacy,24.04
Dyter,16.12
Przemysław,27.01
Przemysław,13.04
Przemysław,04.09
Przemysław,10.10
Przemysław,30.10
Gelazy,27.03
Gelazy,21.11
Gelazy,23.12
Benilda,15.06
Nazaria,06.07
Donald,14.07
Wojmir,25.10
Wojmir,11.12
Siestrzemił,27.10
Herkules,01.03
Herkules,05.09
Ginewra,03.11
Beata,13.01
Beata,08.03
Beata,29.06
Beata,06.09
Beata,22.12
Maro,14.02
Maro,15.04
Elwira,27.01
Elwira,10.02
Elwira,08.03
Elwira,25.08
Elwira,21.11
Baroncjusz,25.03
Hiob,09.05
Heron,28.06
Heron,17.10
Heron,14.12
Racibor,29.08
Liwiusz,23.09
Ampelia,12.02
Ampelia,14.05
Ampelia,20.11
Będzimysł,06.03
Anastazja,15.04
Anastazja,28.10
Anastazja,11.11
Gościsław,18.04
Rufus,27.08
Rufus,25.09
Rufus,07.11
Rufus,21.11
Rufus,28.11
Rufus,18.12
Dadzboga,29.09
Babilas,24.01
Cezary,25.02
Cezary,08.04
Cezary,15.04
Cezary,22.08
Cezary,27.08
Cezary,03.11
Cezary,27.12
Cezary,28.12
Miłodrog,06.05
Chwalimir,17.05
Chwalimir,08.07
Mechtylda,11.01
Florentyn,14.02
Florentyn,23.02
Florentyn,01.04
Florentyn,16.10
Florentyn,17.10
Peleusz,20.02
Peleusz,19.09
Nestor,26.02
Nestor,04.03
Nestor,08.09
Nestor,09.11
Kwiryn,25.03
Kwiryn,30.03
Kwiryn,30.04
Kwiryn,04.06
Filon,25.04
Asaf,01.05
Gracja,13.06
Agatangel,23.01
Agatangel,07.08
Gościmiar,18.12
Marcelina,05.01
Marcelina,09.01
Marcelina,14.07
Marcelina,17.07
Bona,29.01
Bona,24.04
Absalon,02.03
Absalon,02.09
Marol,23.04
Wiktoryna,10.05
Wiktoryna,05.09
Wiktoryna,01.11
Abundancja,16.09
Minigniew,25.09
Edwarda,05.01
Edwarda,18.03
Diomedes,16.08
Diomedes,11.09
Kolumban,21.11
Kwieta,28.11
Eufemiusz,18.06
Epifania,06.01
Epifania,12.07
Hiacynta,30.01
Hiacynta,20.02
Hiacynta,09.05
Ezechiel,10.04
Ezechiel,19.08
Burchard,11.10
Burchard,14.10
Dziwisław,22.12
Kacper,06.01
Kacper,12.06
Fabrycjan,22.08
Rygobert,04.01
Parteniusz,07.02
Teodozja,14.02
Teodozja,02.04
Teodozja,11.06
Teodozja,18.07
Brodzisław,30.05
Brodzisław,01.08
Domniusz,28.12
Karol,06.01
Karol,28.01
Karol,02.03
Karol,16.03
Karol,20.05
Karol,03.06
Karol,04.06
Karol,10.09
Karol,21.10
Karol,04.11
Budzisław,01.03
Budzisław,02.12
Marian,09.02
Marian,16.02
Marian,30.04
Marian,01.07
Marian,19.08
Marian,11.10
Marian,17.10
Marian,08.12
Błażeja,03.02
Błażeja,29.11
Leandra,27.02
Fiebrosław,25.06
Dziesław,02.09
Dobrożyźń,20.01
Rupert,27.03
Eufroniusz,03.08
Męcimir,21.08
Wera,24.01
Wera,12.07
Felicjan,24.01
Felicjan,09.02
Felicjan,09.06
Felicjan,20.10
Felicjan,29.10
Mirosława,26.02
Mirosława,26.07
Larysa,26.03
Sambor,25.10
Wolisława,16.12
Arkadiusz,12.01
Arkadiusz,04.03
Arkadiusz,13.11
Hegezyp,07.04
Adrianna,09.01
Adrianna,04.03
Adrianna,05.03
Adrianna,23.03
Adrianna,08.07
Adrianna,09.07
Adrianna,26.08
Adrianna,08.09
Elżbieta,04.01
Elżbieta,20.02
Elżbieta,18.06
Elżbieta,04.07
Elżbieta,08.07
Elżbieta,14.08
Elżbieta,21.10
Elżbieta,05.11
Elżbieta,09.11
Elżbieta,14.11
Elżbieta,17.11
Elżbieta,19.11
Elżbieta,25.11
Mateusz,07.01
Mateusz,22.01
Mateusz,21.09
Mateusz,07.10
Mateusz,13.11
Mateusz,25.12
Mateusz,27.12
Hermenegilda,13.04
Irydion,19.04
Irydion,20.04
Mildreda,13.07
Teodota,17.07
Teodota,02.08
Teodota,29.09
Lina,23.09
Gordiusz,03.01
Leodegar,02.10
Jarmila,04.02
Jacek,10.02
Jacek,03.07
Jacek,04.07
Jacek,26.07
Jacek,17.08
Jacek,09.09
Jacek,11.09
Polieukt,13.02
Polieukt,21.05
Aggeusz,04.07
Dariusz,25.07
Dariusz,29.09
Dariusz,19.12
Wszeciech,28.10
Kryspin,07.01
Kryspin,19.05
Kryspin,25.10
Kryspin,19.11
Kryspin,03.12
Kryspin,05.12
Leontyna,19.04
Leontyna,20.04
Artemon,26.04
Artemon,08.10
Dziwigor,18.07
Dziwigor,09.11
Prakseda,21.07
Aleksy,12.02
Aleksy,17.02
Aleksy,24.04
Aleksy,17.07
Aleksy,28.08
Pamela,16.02
Pamela,14.03
Pamela,01.06
Satora,01.09
Gorgoniusz,09.09
Sędzimir,04.11
Sędzimir,20.11
Eustachia,04.02
Asteriusz,03.03
Asteriusz,20.05
Asteriusz,10.06
Boguchwał,18.03
Boguchwał,22.03
Dobrosułka,21.04
Dobrosułka,22.12
Noe,31.05
Noe,18.11
Memiusz,05.08
Daniela,04.09
Daniela,06.11
Metody,14.02
Metody,14.06
Metody,07.07
Metody,18.09
Wespazjan,18.02
Wespazjan,04.05
Ilidiusz,07.07
Racimir,19.01
Racimir,10.07
Matron,09.04
Dobiemir,02.01
Dobiemir,05.02
Aisza,11.09
Sobierad,18.09
Siepraw,11.07
Gedeon,28.03
Gedeon,01.09
Amedeusz,18.04
Fryda,19.10
Bratomiła,04.12
Rebeka,23.03
Rebeka,30.08
Domicela,07.05
Domicela,12.05
Zenon,14.02
Zenon,12.04
Zenon,23.06
Zenon,09.07
Zenon,02.09
Zenon,08.09
Zenon,20.12
Zenon,22.12
Zenon,26.12
Barbacy,19.02
Amat,08.05
Amat,31.08
Amat,13.09
Witolda,15.06
Witolda,12.10
Witolda,12.11
Tatomir,12.07
Aurelia,25.09
Aurelia,02.12
Astryda,27.11
Makryna,14.01
Makryna,19.07
Wiola,03.05
Wiola,08.09
Bolelut,23.05
Igor,05.06
Igor,05.10
Wincenty,01.01
Wincenty,22.01
Wincenty,23.01
Wincenty,14.02
Wincenty,08.03
Wincenty,20.03
Wincenty,05.04
Wincenty,19.04
Wincenty,20.04
Wincenty,07.05
Wincenty,24.05
Wincenty,06.08
Wincenty,07.08
Wincenty,25.08
Wincenty,11.09
Wincenty,25.09
Wincenty,27.09
Wincenty,09.10
Wincenty,28.10
Wincenty,07.11
Wincenty,20.12
Indracht,05.02
Czcisław,16.02
Czcisław,19.02
Wirgiliusz,05.03
Wirgiliusz,27.11
Honoriusz,24.04
Honoriusz,30.09
Iwona,19.05
Iwona,23.05
Iwona,04.09
Iwona,27.10
Iwona,23.12
Ingolf,10.06
Irmfryd,25.09
Joanna,02.02
Joanna,04.02
Joanna,01.03
Joanna,28.03
Joanna,31.03
Joanna,28.04
Joanna,12.05
Joanna,24.05
Joanna,30.05
Joanna,27.06
Joanna,09.07
Joanna,23.07
Joanna,08.08
Joanna,12.08
Joanna,17.08
Joanna,21.08
Joanna,24.08
Joanna,26.08
Joanna,09.11
Dalmir,05.11
Alfeusz,17.11
Dobromił,21.10
Ninomysł,27.01
Ninomysł,07.12
Dydak,24.03
Dydak,13.11
Scypion,04.09
Felicjana,24.11
Sylwestra,02.01
Sylwestra,15.04
Sylwestra,10.05
Sylwestra,09.06
Sylwestra,20.11
Sylwestra,26.11
Sylwestra,31.12
Oswald,28.02
Oswald,29.02
Oswald,05.08
Oswald,22.08
Egbert,24.04
Arnulf,18.07
Arnulf,15.08
Arnulf,19.09
Kanuta,04.09
Ermentruda,02.02
Ermentruda,29.04
Ermentruda,29.05
Ermentruda,30.06
Donat,09.02
Donat,17.02
Donat,25.02
Donat,07.04
Donat,30.04
Donat,21.05
Donat,07.08
Donat,19.08
Donat,01.09
Donat,05.10
Donat,22.10
Donat,29.10
Donat,10.12
Porfiry,16.02
Porfiry,26.02
Biecsława,19.02
Dziadumiła,01.02
Andrea,30.04
Kolumb,09.06
Domamir,21.06
Klarysa,01.07
Klarysa,09.08
Morzysława,24.09
Morzysława,06.12
Marot,27.03
Ingarda,07.11
Hildebrand,11.04
Hildebrand,05.06
Przybycześć,28.04
Kasja,29.06
Kalasanty,25.08
Bazyla,02.01
Bazyla,22.09
Hipolita,03.02
Hipolita,13.08
Hipolita,22.08
Hipolita,21.09
Rogacjusz,28.03
Pantaleon,27.07
Manfreda,28.01
Manfreda,27.10
Humbert,04.03
Ścibora,09.09
Ścibora,14.11
Łękomir,26.09
Wrocsława,23.01
Wrocsława,17.05
Edyta,09.08
Edyta,16.09
Edyta,08.12
Aspazy,02.01
Trzebowit,16.01
Trzebowit,06.11
Nataniel,04.02
Gaja,28.02
Gaja,10.03
Gaja,22.04
Gaja,27.09
Gaja,14.10
Nikon,23.03
Nikon,26.11
Częstobor,30.03
Bożebor,27.04
Apolinaria,23.07
Apolinaria,21.08
Mściwuj,14.01
Klementyna,21.10
Klementyna,29.11
Zdziemił,07.12
Jonatan,29.12
Bernardyna,21.09
Bernardyna,23.09
Izabela,23.02
Izabela,16.03
Izabela,14.04
Izabela,14.07
Izabela,31.08
Izabela,03.09
Izabela,10.09
Izbygniewa,03.04
Pęcisław,04.08
Pęcisław,24.11
Gratus,07.09
Gratus,08.10
Chwalisław,03.11
Wrocisław,22.02
Wrocisław,09.12
Pioniusz,01.02
Marold,22.02
Róża,06.03
Róża,07.05
Róża,09.07
Róża,23.08
Róża,13.12
Drogosława,11.03
Drogosława,15.10
Drogosława,15.12
Liba,15.06
Radomir,28.01
Radomir,03.07
Sulisława,09.02
Sulisława,17.10
Zbigniew,17.02
Zbigniew,17.03
Zbigniew,01.04
Zenona,12.04
Zenona,23.06
Zenona,09.07
Zenona,22.12
Marika,16.07
Marika,08.12
Klarus,08.11
Jukund,14.11
Manomir,06.01
Bromir,20.05
Westyna,17.07
Przedsław,07.04
Przedsław,03.09
Herbert,16.03
Wieńczysława,25.03
Prochor,09.04
Prochor,10.08
Stanisław,05.05
Stanisław,08.05
Stanisław,18.09
Stanisław,13.11
Romualda,19.06
Romualda,24.06
Dawida,15.07
Amanda,06.02
Amanda,18.06
Amanda,26.10
Rzędzimir,27.03
Germeriusz,16.05
Frydolin,06.03
Ema,08.04
Ema,19.04
Ema,20.04
Ema,29.06
Ema,03.12
Potencjana,15.04
Potencjana,19.05
Filotea,15.09
Filotea,05.11
Dzirżysława,24.03
Dzirżysława,18.06
Dzirżysława,16.07
Dezyderia,11.02
Dezyderia,08.05
Dezyderia,23.05
Gizela,07.05
Sieciech,20.08
Micheasz,15.01
Innocenta,16.09
Dąbrówka,15.01
Wielisława,29.01
Wielisława,09.12
Konon,05.03
Konon,06.03
Konon,21.09
Rodryk,13.03
Gerwazy,19.06
Alan,08.09
Alan,14.10
Wilfryd,12.10
Norman,06.01
Wioletta,29.10
Seweryna,17.10
Anian,25.04
Anian,10.11
Antyd,25.06
Antyd,14.11
Benild,13.08
Gracjan,18.12
Długomił,21.01
Długomił,13.04
Długomił,01.12
Diana,10.06
Diana,13.08
Digna,14.06
Digna,12.08
Digna,22.09
Dobiemiar,07.08
Biruta,24.11
Mojżesz,07.02
Mojżesz,18.02
Mojżesz,28.08
Mojżesz,04.09
Mojżesz,04.11
Mojżesz,25.11
Bonawentura,31.03
Bonawentura,14.07
Bonawentura,15.07
Bonawentura,11.09
Bonawentura,26.10
Linus,23.09
Ebrulf,29.12
Adolf,11.02
Adolf,14.02
Adolf,17.06
Adolf,08.07
Adolf,27.09
Naczęsława,22.07
Archibald,27.03
Częstowoj,02.05
Częstowoj,30.08
Barnaba,11.06
Ansgary,03.02
Zygfryd,15.02
Zygfryd,25.02
Zygfryd,22.08
Zygfryd,27.11
Damazy,27.11
Damazy,11.12
Paula,26.01
Paula,03.06
Paula,11.06
Paula,18.06
Paula,18.08
Paula,24.12
Agrypin,03.03
Agrypin,09.11
Agrypin,14.11
Bolemysł,30.05
Bolemysł,29.11
Bertram,17.08
Cibor,12.11
Bogdan,06.02
Bogdan,19.03
Bogdan,17.07
Bogdan,10.08
Bogdan,08.11
Bogdan,09.11
Bogdan,10.12
Emanuel,25.01
Emanuel,26.03
Emanuel,10.07
Emanuel,11.10
Drogomił,21.04
Drogomił,18.07
Fidelis,24.04
Fidelis,21.08
Fidelis,28.10
Świętopełk,01.06
Świętopełk,25.09
Krzesława,11.09
Emeryta,22.09
Dalimiar,05.11
Marceli,16.01
Marceli,19.01
Marceli,19.02
Marceli,19.03
Marceli,09.04
Marceli,06.06
Marceli,01.08
Marceli,14.08
Marceli,04.09
Marceli,07.10
Marceli,30.10
Marceli,01.11
Marceli,26.11
Marceli,29.12
Marceli,30.12
Cezaria,12.01
Andronik,30.05
Andronik,11.10
Wigiliusz,26.06
Arkady,12.01
Arkady,04.03
Arkady,13.11
Zuzanna,18.01
Zuzanna,11.05
Zuzanna,24.05
Zuzanna,06.07
Zuzanna,11.08
Zuzanna,19.09
Zuzanna,17.10
Gniewomir,08.02
Roderyk,13.03
Tobiasz,13.06
Tobiasz,02.11
Siemomysł,14.09
Teona,03.01
Teona,22.08
Teona,28.12
Maruta,16.02
Maruta,04.12
Zwnisława,10.03
Poliana,10.09
Ewalda,03.10
Anizjusz,30.12
Martyna,30.01
Krzesąd,28.01
Sulirad,30.05
Sulirad,23.08
Prokul,01.06
Prokul,12.07
Prokul,19.09
Prokul,24.10
Prokul,01.12
Prokul,09.12
Dacjan,04.06
Arystyda,31.08
Erwina,19.01
Erwina,16.04
Erwina,24.04
Erwina,26.04
Cyntia,30.01
Patrycjusz,16.03
Patrycjusz,17.03
Patrycjusz,28.04
Patrycjusz,04.07
Patrycjusz,24.08
Włodzimira,16.01
Włodzimira,25.04
Włodzimira,25.09
Świętobor,06.04
Świętobor,27.05
Gosława,18.04
Gosława,01.12
Władysław,12.06
Władysław,27.06
Władysław,30.06
Władysław,25.09
Symmach,19.07
Augustyna,03.10
Augustyna,17.10
Augustyna,13.11
Gościmir,15.03
Askaniusz,10.07
Askaniusz,06.10
Cyra,03.08
Ginter,08.10
Ginter,09.10
Ginter,28.11
Krescenty,19.04
Krescenty,20.04
Krescenty,18.07
Krescenty,04.08
Krescenty,29.08
Krescenty,01.10
Krescenty,28.11
Krescenty,29.12
Imisława,25.05
Imisława,12.07
Kwintus,18.12
Gandulf,03.04
Kamelia,03.07
Kamelia,03.08
Lechosław,26.11
Perpetua,07.03
Perpetua,04.08
Perpetua,20.09
Perpetua,04.11
Hilaria,09.04
Hilaria,12.08
Hilaria,03.12
Magdalena,10.04
Magdalena,13.05
Magdalena,27.05
Magdalena,29.05
Magdalena,01.06
Magdalena,22.07
Magdalena,27.07
Magdalena,17.08
Magdalena,22.08
Magdalena,13.10
Siedlewit,29.11
Platon,04.04
Platon,22.07
Floryna,01.05
Gwalbert,02.05
Gwalbert,11.05
Mirogod,26.06
Edwin,12.10
Barnim,27.10
Monika,18.01
Monika,04.05
Monika,27.08
Monika,10.09
Monika,06.10
Ludolf,29.03
Eryka,18.05
Eryka,18.08
Eryka,24.12
Zotyk,21.07
Zotyk,21.10
Zotyk,31.12
Makryn,17.09
Fotyn,06.01
Fotyn,02.06
Fotyn,12.08
Wiktorianna,23.03
Wiktorianna,16.05
Wiktorianna,10.06
Wiktorianna,26.08
Lucyliusz,29.07
Lucyliusz,31.10
Dobielut,13.09
Gizbert,07.11
Tycjan,16.01
Tycjan,03.03
Arkadia,12.01
Arkadia,04.03
Arkadia,13.11
Herena,25.02
Hipacy,17.06
Hipacy,18.06
Hipacy,29.08
Hipacy,14.11
Gaudencja,30.08
Julian,07.01
Julian,09.01
Julian,17.01
Julian,27.01
Julian,28.01
Julian,12.02
Julian,13.02
Julian,16.02
Julian,17.02
Julian,19.02
Julian,24.02
Julian,27.02
Julian,08.03
Julian,16.03
Julian,08.04
Julian,01.05
Julian,23.05
Julian,27.05
Julian,01.06
Julian,01.07
Julian,04.07
Julian,18.07
Julian,09.08
Julian,12.08
Julian,19.08
Julian,25.08
Julian,28.08
Julian,02.09
Julian,04.09
Julian,13.09
Julian,18.10
Julian,30.10
